TimerId,ParentId,TimerName,Count,Inc.Time,Exc.Time,NumFrames
4363,4380,MassObserver_OnCompositionChanged_Entity,1193,9.75999998e-05,5.29000007e-05,659
4364,4363,MassObserver_OnCompositionChanged,1193,4.46999991e-05,4.46999991e-05,659
4971,4380,Mass_BatchChangeTagsForEntities,676,0.0057588,0.0055386,659
4378,4971,MassObserver_OnCompositionChanged_Collection,676,0.000220200001,9.42000014e-05,659
4364,4378,MassObserver_OnCompositionChanged,676,0.000126,0.000126,659
4374,4960,MassCommandBuffer_MoveAppend,3299,0.000482600001,0.000482600001,659
130,3641,WaitForTasks,2615,0.0383111,0.0383111,659
53,3641,FWaitingQueue_Unpark_SignalWaitingThread,3509,0.00644279999,0.00644279999,659
4930,3641,Mass Processor Task,28952,0.0484277,0.00904569999,659
4988,4930,Particle Visibility Column to Object,658,0.000347400001,0.000347400001,659
4987,4930,Update active alert header,658,0.0002487,0.0002487,659
4986,4930,Update alert widget state,658,0.000244300001,0.000244300001,659
4985,4930,Particle Visibility Object to Column,658,0.000353599998,0.000353599998,659
4984,4930,Particle Visibility Object to New Column,658,0.0002326,0.0002326,659
4983,4930,Sync label column to actor,658,0.0003133,0.0003133,659
4982,4930,Update alert header,658,0.000419000001,0.000419000001,659
4980,4930,PingPong PostPhysics->PrePhysics,658,0.000281600001,0.000281600001,659
4977,4930,Set ActorComponent Hierarchy,658,0.0103603,0.0103603,659
4976,4930,Sync dataflow struct label to column,658,0.0002081,0.0002081,659
4975,4930,Sync dataflow object label to column,658,0.000296800001,0.000296800001,659
4974,4930,Sync UObject's world to column,658,0.0035116,0.0035116,659
4969,4930,Sync viewport outline color column to actor,658,0.000349200002,0.000349200002,659
4968,4930,PingPong DurPhysics->PostPhysics,658,0.000324899999,0.000324899999,659
4963,4930,Register ActorComponent Ownership,658,0.0013312,0.0013312,659
4958,4930,PingPong PrePhysics->DurPhysics,658,0.000469500001,0.000469500001,659
